,data,scontrini,lordototale,ristorante,città,day,festività
0,2019-09-01,1128.0,43535.8994,R000,Montebello,Sunday,
1,2019-09-02,600.0,22753.822,R000,Montebello,Monday,
2,2019-09-03,681.0,23561.0718,R000,Montebello,Tuesday,
3,2019-09-04,732.0,26180.0287,R000,Montebello,Wednesday,
4,2019-09-05,773.0,27926.4818,R000,Montebello,Thursday,
5,2019-09-06,1047.0,36713.387200000005,R000,Montebello,Friday,
6,2019-09-07,1273.0,46133.9172,R000,Montebello,Saturday,
7,2019-09-08,1092.0,45034.8416,R000,Montebello,Sunday,
8,2019-09-09,716.0,26511.0482,R000,Montebello,Monday,
9,2019-09-10,687.0,26635.196,R000,Montebello,Tuesday,
10,2019-09-11,670.0,23862.0249,R000,Montebello,Wednesday,
11,2019-09-12,608.0,22867.1905,R000,Montebello,Thursday,
12,2019-09-13,878.0,31954.223,R000,Montebello,Friday,
13,2019-09-14,1230.0,48886.6861,R000,Montebello,Saturday,
14,2019-09-15,1104.0,42850.1129,R000,Montebello,Sunday,
15,2019-09-16,492.0,17751.2356,R000,Montebello,Monday,
16,2019-09-17,580.0,19030.1727,R000,Montebello,Tuesday,
17,2019-09-18,610.0,21301.6727,R000,Montebello,Wednesday,
18,2019-09-19,728.0,23893.7433,R000,Montebello,Thursday,
19,2019-09-20,864.0,31695.0242,R000,Montebello,Friday,
20,2019-09-21,1202.0,46562.5699,R000,Montebello,Saturday,
21,2019-09-22,1037.0,42060.9938,R000,Montebello,Sunday,
22,2019-09-23,484.0,17323.4915,R000,Montebello,Monday,
23,2019-09-24,473.0,17643.773,R000,Montebello,Tuesday,
24,2019-09-25,494.0,18163.1205,R000,Montebello,Wednesday,
25,2019-09-26,493.0,17483.611599999997,R000,Montebello,Thursday,
26,2019-09-27,806.0,29415.3881,R000,Montebello,Friday,
27,2019-09-28,1186.0,46521.7655,R000,Montebello,Saturday,
28,2019-09-29,1071.0,41901.9888,R000,Montebello,Sunday,
29,2019-09-30,447.0,14922.8877,R000,Montebello,Monday,
30,2019-10-01,457.0,16554.692,R000,Montebello,Tuesday,
31,2019-10-02,461.0,17089.2792,R000,Montebello,Wednesday,
32,2019-10-03,511.0,18604.3697,R000,Montebello,Thursday,
33,2019-10-04,731.0,26670.714,R000,Montebello,Friday,
34,2019-10-05,1174.0,46057.0992,R000,Montebello,Saturday,
35,2019-10-06,1075.0,42094.1577,R000,Montebello,Sunday,
36,2019-10-07,471.0,17471.965,R000,Montebello,Monday,
37,2019-10-08,467.0,19039.0935,R000,Montebello,Tuesday,
38,2019-10-09,520.0,18731.9454,R000,Montebello,Wednesday,
39,2019-10-10,532.0,18322.1255,R000,Montebello,Thursday,
40,2019-10-11,832.0,30182.0813,R000,Montebello,Friday,
41,2019-10-12,1312.0,50731.7223,R000,Montebello,Saturday,
42,2019-10-13,1101.0,45405.7982,R000,Montebello,Sunday,
43,2019-10-14,471.0,17108.7315,R000,Montebello,Monday,
44,2019-10-15,572.0,19393.8192,R000,Montebello,Tuesday,
45,2019-10-16,571.0,21150.556,R000,Montebello,Wednesday,
46,2019-10-17,533.0,18044.0113,R000,Montebello,Thursday,
47,2019-10-18,843.0,32797.9407,R000,Montebello,Friday,
48,2019-10-19,1319.0,53155.8258,R000,Montebello,Saturday,
49,2019-10-20,1235.0,47767.0431,R000,Montebello,Sunday,
50,2019-10-21,398.0,13923.3038,R000,Montebello,Monday,
51,2019-10-22,546.0,20844.936,R000,Montebello,Tuesday,
52,2019-10-23,524.0,19022.1192,R000,Montebello,Wednesday,
53,2019-10-24,524.0,19033.4767,R000,Montebello,Thursday,
54,2019-10-25,876.0,32141.5185,R000,Montebello,Friday,
55,2019-10-26,1401.0,55859.7781,R000,Montebello,Saturday,
56,2019-10-27,1153.0,48654.2497,R000,Montebello,Sunday,
57,2019-10-28,512.0,17937.870300000002,R000,Montebello,Monday,
58,2019-10-29,502.0,19354.006,R000,Montebello,Tuesday,
59,2019-10-30,570.0,20394.2704,R000,Montebello,Wednesday,
60,2019-10-31,1077.0,43788.6141,R000,Montebello,Thursday,
61,2019-11-01,1027.0,45152.8357,R000,Montebello,Friday,Tutti i Santi
62,2019-11-02,1339.0,55136.9868,R000,Montebello,Saturday,
63,2019-11-03,1209.0,49691.04489999999,R000,Montebello,Sunday,
64,2019-11-04,511.0,18468.3275,R000,Montebello,Monday,
65,2019-11-05,518.0,17940.8439,R000,Montebello,Tuesday,
66,2019-11-06,505.0,17327.9932,R000,Montebello,Wednesday,
67,2019-11-07,532.0,19112.4836,R000,Montebello,Thursday,
68,2019-11-08,841.0,30835.5299,R000,Montebello,Friday,
69,2019-11-09,1349.0,52177.5527,R000,Montebello,Saturday,
70,2019-11-10,1260.0,50998.7681,R000,Montebello,Sunday,
71,2019-11-11,456.0,16405.1447,R000,Montebello,Monday,
72,2019-11-12,499.0,18466.8407,R000,Montebello,Tuesday,
73,2019-11-13,531.0,18916.9281,R000,Montebello,Wednesday,
74,2019-11-14,512.0,18187.0745,R000,Montebello,Thursday,
75,2019-11-15,807.0,30181.9987,R000,Montebello,Friday,
76,2019-11-16,1274.0,51301.8688,R000,Montebello,Saturday,
77,2019-11-17,1300.0,53538.8007,R000,Montebello,Sunday,
78,2019-11-18,510.0,17128.142499999998,R000,Montebello,Monday,
79,2019-11-19,502.0,16849.987,R000,Montebello,Tuesday,
80,2019-11-20,579.0,18852.4175,R000,Montebello,Wednesday,
81,2019-11-21,603.0,21149.9778,R000,Montebello,Thursday,
82,2019-11-22,864.0,30814.5082,R000,Montebello,Friday,
83,2019-11-23,1367.0,50245.0431,R000,Montebello,Saturday,
84,2019-11-24,1277.0,50250.536,R000,Montebello,Sunday,
85,2019-11-25,494.0,16595.7442,R000,Montebello,Monday,
86,2019-11-26,473.0,16509.8402,R000,Montebello,Tuesday,
87,2019-11-27,556.0,20500.2875,R000,Montebello,Wednesday,
88,2019-11-28,534.0,20237.6195,R000,Montebello,Thursday,
89,2019-11-29,948.0,37128.9891,R000,Montebello,Friday,
90,2019-11-30,412.0,56724.3936,R000,Montebello,Saturday,
91,2019-12-01,1258.0,54639.7348,R000,Montebello,Sunday,
92,2019-12-02,542.0,20297.6697,R000,Montebello,Monday,
93,2019-12-03,527.0,17806.6602,R000,Montebello,Tuesday,
94,2019-12-04,568.0,21011.5815,R000,Montebello,Wednesday,
95,2019-12-05,550.0,20553.4819,R000,Montebello,Thursday,
96,2019-12-06,859.0,32666.4415,R000,Montebello,Friday,
97,2019-12-07,1250.0,48009.8871,R000,Montebello,Saturday,
98,2019-12-08,1297.0,52285.5935,R000,Montebello,Sunday,Immacolata Concezione
99,2019-12-09,597.0,23177.4774,R000,Montebello,Monday,
100,2019-12-10,703.0,22693.6066,R000,Montebello,Tuesday,
101,2019-12-11,620.0,25914.5936,R000,Montebello,Wednesday,
102,2019-12-12,702.0,22065.0206,R000,Montebello,Thursday,
103,2019-12-13,850.0,33612.1702,R000,Montebello,Friday,
104,2019-12-14,1457.0,58477.083,R000,Montebello,Saturday,
105,2019-12-15,1260.0,54871.0148,R000,Montebello,Sunday,
106,2019-12-16,577.0,20713.3955,R000,Montebello,Monday,
107,2019-12-17,620.0,22363.7435,R000,Montebello,Tuesday,
108,2019-12-18,674.0,26697.8481,R000,Montebello,Wednesday,
109,2019-12-19,808.0,29051.9894,R000,Montebello,Thursday,
110,2019-12-20,1005.0,39230.9526,R000,Montebello,Friday,
111,2019-12-21,1611.0,64084.6731,R000,Montebello,Saturday,
112,2019-12-22,1496.0,63740.5615,R000,Montebello,Sunday,
113,2019-12-23,951.0,37414.4134,R000,Montebello,Monday,
114,2019-12-24,554.0,21593.7463,R000,Montebello,Tuesday,
115,2019-12-25,340.0,12395.6994,R000,Montebello,Wednesday,Natale
116,2019-12-26,976.0,40848.8388,R000,Montebello,Thursday,Santo Stefano
117,2019-12-27,1104.0,43701.016800000005,R000,Montebello,Friday,
118,2019-12-28,1521.0,56494.3113,R000,Montebello,Saturday,
119,2019-12-29,1219.0,48248.5598,R000,Montebello,Sunday,
120,2019-12-30,894.0,36371.38189999999,R000,Montebello,Monday,
121,2019-12-31,361.0,14662.1608,R000,Montebello,Tuesday,
122,2020-01-01,1056.0,41893.2332,R000,Montebello,Wednesday,Capodanno
123,2020-01-02,969.0,38404.1266,R000,Montebello,Thursday,
124,2020-01-03,945.0,38516.3387,R000,Montebello,Friday,
125,2020-01-04,1485.0,59886.3216,R000,Montebello,Saturday,
126,2020-01-05,1411.0,53588.6911,R000,Montebello,Sunday,
127,2020-01-06,765.0,30551.1794,R000,Montebello,Monday,Epifania del Signore
128,2020-01-07,465.0,15135.4175,R000,Montebello,Tuesday,
129,2020-01-08,448.0,15490.804,R000,Montebello,Wednesday,
130,2020-01-09,466.0,17125.003699999997,R000,Montebello,Thursday,
131,2020-01-10,801.0,28506.2099,R000,Montebello,Friday,
132,2020-01-11,1364.0,49973.6608,R000,Montebello,Saturday,
133,2020-01-12,1169.0,48099.219,R000,Montebello,Sunday,
134,2020-01-13,435.0,14580.3042,R000,Montebello,Monday,
135,2020-01-14,473.0,17122.236599999997,R000,Montebello,Tuesday,
136,2020-01-15,492.0,16908.9634,R000,Montebello,Wednesday,
137,2020-01-16,539.0,19622.456,R000,Montebello,Thursday,
138,2020-01-17,779.0,30126.4915,R000,Montebello,Friday,
139,2020-01-18,1191.0,49257.1058,R000,Montebello,Saturday,
140,2020-01-19,1237.0,51030.8582,R000,Montebello,Sunday,
141,2020-01-20,458.0,16644.2717,R000,Montebello,Monday,
142,2020-01-21,440.0,15412.4992,R000,Montebello,Tuesday,
143,2020-01-22,519.0,18928.1204,R000,Montebello,Wednesday,
144,2020-01-23,590.0,20172.7372,R000,Montebello,Thursday,
145,2020-01-24,741.0,26761.1197,R000,Montebello,Friday,
146,2020-01-25,1461.0,52321.731,R000,Montebello,Saturday,
147,2020-01-26,1148.0,47245.6719,R000,Montebello,Sunday,
148,2020-01-27,443.0,13741.8316,R000,Montebello,Monday,
149,2020-01-28,476.0,15339.7286,R000,Montebello,Tuesday,
150,2020-01-29,507.0,16352.6524,R000,Montebello,Wednesday,
151,2020-01-30,522.0,17050.5398,R000,Montebello,Thursday,
152,2020-01-31,838.0,28671.6577,R000,Montebello,Friday,
153,2020-02-01,1395.0,54272.4539,R000,Montebello,Saturday,
154,2020-02-02,1291.0,48978.8264,R000,Montebello,Sunday,
155,2020-02-03,475.0,16004.3695,R000,Montebello,Monday,
156,2020-02-04,491.0,17358.844299999997,R000,Montebello,Tuesday,
157,2020-02-05,548.0,19896.0685,R000,Montebello,Wednesday,
158,2020-02-06,517.0,19575.1262,R000,Montebello,Thursday,
159,2020-02-07,761.0,27943.2496,R000,Montebello,Friday,
160,2020-02-08,1303.0,47558.189,R000,Montebello,Saturday,
161,2020-02-09,1170.0,48402.9805,R000,Montebello,Sunday,
162,2020-02-10,463.0,14269.8521,R000,Montebello,Monday,
163,2020-02-11,495.0,17537.962399999997,R000,Montebello,Tuesday,
164,2020-02-12,560.0,19238.4073,R000,Montebello,Wednesday,
165,2020-02-13,540.0,18023.32,R000,Montebello,Thursday,
166,2020-02-14,966.0,36084.0991,R000,Montebello,Friday,
167,2020-02-15,1264.0,48563.018,R000,Montebello,Saturday,
168,2020-02-16,1205.0,48491.6516,R000,Montebello,Sunday,
169,2020-02-17,524.0,18010.8474,R000,Montebello,Monday,
170,2020-02-18,450.0,15788.1227,R000,Montebello,Tuesday,
171,2020-02-19,492.0,17764.327699999998,R000,Montebello,Wednesday,
172,2020-02-20,549.0,20408.0646,R000,Montebello,Thursday,
173,2020-02-21,779.0,29835.8634,R000,Montebello,Friday,
174,2020-02-22,1086.0,38569.7396,R000,Montebello,Saturday,
175,2020-02-23,691.0,24885.728,R000,Montebello,Sunday,
176,2020-02-24,323.0,11270.0266,R000,Montebello,Monday,
177,2020-02-25,257.0,9490.9465,R000,Montebello,Tuesday,
178,2020-02-26,305.0,12292.7385,R000,Montebello,Wednesday,
179,2020-02-27,357.0,13385.1235,R000,Montebello,Thursday,
180,2020-02-28,496.0,19547.5791,R000,Montebello,Friday,
181,2020-02-29,605.0,24952.4275,R000,Montebello,Saturday,
182,2020-03-01,514.0,21281.1879,R000,Montebello,Sunday,
183,2020-03-02,402.0,14275.3037,R000,Montebello,Monday,
184,2020-03-03,445.0,15222.9322,R000,Montebello,Tuesday,
185,2020-03-04,448.0,15026.7572,R000,Montebello,Wednesday,
186,2020-03-05,461.0,15936.2658,R000,Montebello,Thursday,
187,2020-03-06,493.0,16584.8823,R000,Montebello,Friday,
188,2020-03-07,557.0,22880.4065,R000,Montebello,Saturday,
189,2020-03-08,232.0,8069.483099999999,R000,Montebello,Sunday,
190,2020-03-09,184.0,6215.5261,R000,Montebello,Monday,
191,2020-03-10,142.0,5036.7828,R000,Montebello,Tuesday,
192,2020-03-11,135.0,4600.4896,R000,Montebello,Wednesday,
193,2020-03-12,0.0,0.0,R000,Montebello,Thursday,
194,2020-03-13,0.0,0.0,R000,Montebello,Friday,
195,2020-03-14,0.0,0.0,R000,Montebello,Saturday,
196,2020-03-15,0.0,0.0,R000,Montebello,Sunday,
197,2020-03-16,0.0,0.0,R000,Montebello,Monday,
198,2020-03-17,0.0,0.0,R000,Montebello,Tuesday,
199,2020-03-18,0.0,0.0,R000,Montebello,Wednesday,
200,2020-03-19,0.0,0.0,R000,Montebello,Thursday,
201,2020-03-20,0.0,0.0,R000,Montebello,Friday,
202,2020-03-21,0.0,0.0,R000,Montebello,Saturday,
203,2020-03-22,0.0,0.0,R000,Montebello,Sunday,
204,2020-03-23,0.0,0.0,R000,Montebello,Monday,
205,2020-03-24,0.0,0.0,R000,Montebello,Tuesday,
206,2020-03-25,0.0,0.0,R000,Montebello,Wednesday,
207,2020-03-26,0.0,0.0,R000,Montebello,Thursday,
208,2020-03-27,0.0,0.0,R000,Montebello,Friday,
209,2020-03-28,0.0,0.0,R000,Montebello,Saturday,
210,2020-03-29,0.0,0.0,R000,Montebello,Sunday,
211,2020-03-30,0.0,0.0,R000,Montebello,Monday,
212,2020-03-31,0.0,0.0,R000,Montebello,Tuesday,
213,2020-04-01,0.0,4.13,R000,Montebello,Wednesday,
214,2020-04-02,0.0,0.0,R000,Montebello,Thursday,
215,2020-04-03,0.0,0.0,R000,Montebello,Friday,
216,2020-04-04,0.0,0.0,R000,Montebello,Saturday,
217,2020-04-05,0.0,0.0,R000,Montebello,Sunday,
218,2020-04-06,0.0,0.0,R000,Montebello,Monday,
219,2020-04-07,0.0,0.0,R000,Montebello,Tuesday,
220,2020-04-08,0.0,0.0,R000,Montebello,Wednesday,
221,2020-04-09,0.0,0.0,R000,Montebello,Thursday,
222,2020-04-10,0.0,0.0,R000,Montebello,Friday,
223,2020-04-11,0.0,0.0,R000,Montebello,Saturday,
224,2020-04-12,0.0,0.0,R000,Montebello,Sunday,Pasqua di Resurrezione
225,2020-04-13,0.0,0.0,R000,Montebello,Monday,Lunedì dell'Angelo
226,2020-04-14,0.0,0.0,R000,Montebello,Tuesday,
227,2020-04-15,0.0,0.0,R000,Montebello,Wednesday,
228,2020-04-16,0.0,0.0,R000,Montebello,Thursday,
229,2020-04-17,0.0,0.0,R000,Montebello,Friday,
230,2020-04-18,0.0,0.0,R000,Montebello,Saturday,
231,2020-04-19,0.0,0.0,R000,Montebello,Sunday,
232,2020-04-20,0.0,0.0,R000,Montebello,Monday,
233,2020-04-21,0.0,0.0,R000,Montebello,Tuesday,
234,2020-04-22,0.0,0.0,R000,Montebello,Wednesday,
235,2020-04-23,0.0,0.0,R000,Montebello,Thursday,
236,2020-04-24,0.0,0.0,R000,Montebello,Friday,
237,2020-04-25,0.0,0.0,R000,Montebello,Saturday,Festa della Liberazione
238,2020-04-26,0.0,0.0,R000,Montebello,Sunday,
239,2020-04-27,0.0,0.0,R000,Montebello,Monday,
240,2020-04-28,0.0,0.0,R000,Montebello,Tuesday,
241,2020-04-29,0.0,0.0,R000,Montebello,Wednesday,
242,2020-04-30,0.0,0.0,R000,Montebello,Thursday,
243,2020-05-01,0.0,0.0,R000,Montebello,Friday,Festa dei Lavoratori
244,2020-05-02,0.0,0.0,R000,Montebello,Saturday,
245,2020-05-03,0.0,0.0,R000,Montebello,Sunday,
246,2020-05-04,0.0,0.0,R000,Montebello,Monday,
247,2020-05-05,0.0,0.0,R000,Montebello,Tuesday,
248,2020-05-06,0.0,0.0,R000,Montebello,Wednesday,
249,2020-05-07,181.0,12871.4754,R000,Montebello,Thursday,
250,2020-05-08,239.0,15634.4867,R000,Montebello,Friday,
251,2020-05-09,296.0,21602.9562,R000,Montebello,Saturday,
252,2020-05-10,209.0,15185.597,R000,Montebello,Sunday,
253,2020-05-11,237.0,13828.3551,R000,Montebello,Monday,
254,2020-05-12,200.0,10743.5755,R000,Montebello,Tuesday,
255,2020-05-13,228.0,13869.4486,R000,Montebello,Wednesday,
256,2020-05-14,241.0,13042.953,R000,Montebello,Thursday,
257,2020-05-15,290.0,17025.7185,R000,Montebello,Friday,
258,2020-05-16,315.0,20383.7802,R000,Montebello,Saturday,
259,2020-05-17,273.0,18842.0925,R000,Montebello,Sunday,
260,2020-05-18,285.0,19258.603000000003,R000,Montebello,Monday,
261,2020-05-19,311.0,17777.7915,R000,Montebello,Tuesday,
262,2020-05-20,297.0,15532.723499999998,R000,Montebello,Wednesday,
263,2020-05-21,323.0,17538.458000000002,R000,Montebello,Thursday,
264,2020-05-22,287.0,19365.6939,R000,Montebello,Friday,
265,2020-05-23,458.0,27928.299,R000,Montebello,Saturday,
266,2020-05-24,457.0,24915.051,R000,Montebello,Sunday,
267,2020-05-25,326.0,16126.5762,R000,Montebello,Monday,
268,2020-05-26,321.0,16757.9293,R000,Montebello,Tuesday,
269,2020-05-27,307.0,14514.2655,R000,Montebello,Wednesday,
270,2020-05-28,329.0,14996.6082,R000,Montebello,Thursday,
271,2020-05-29,367.0,20746.7246,R000,Montebello,Friday,
272,2020-05-30,497.0,27750.9155,R000,Montebello,Saturday,
273,2020-05-31,490.0,25767.3591,R000,Montebello,Sunday,
274,2020-06-01,420.0,22085.8771,R000,Montebello,Monday,
275,2020-06-02,376.0,20132.1806,R000,Montebello,Tuesday,Festa della Repubblica
276,2020-06-03,357.0,18173.7346,R000,Montebello,Wednesday,
277,2020-06-04,371.0,18404.8494,R000,Montebello,Thursday,
278,2020-06-05,384.0,17535.4844,R000,Montebello,Friday,
279,2020-06-06,568.0,28383.7554,R000,Montebello,Saturday,
280,2020-06-07,571.0,32679.2445,R000,Montebello,Sunday,
281,2020-06-08,376.0,19490.296,R000,Montebello,Monday,
282,2020-06-09,355.0,18862.4121,R000,Montebello,Tuesday,
283,2020-06-10,384.0,18211.7719,R000,Montebello,Wednesday,
284,2020-06-11,427.0,22308.4841,R000,Montebello,Thursday,
285,2020-06-12,430.0,22015.4193,R000,Montebello,Friday,
286,2020-06-13,525.0,27459.544,R000,Montebello,Saturday,
287,2020-06-14,477.0,26231.3233,R000,Montebello,Sunday,
288,2020-06-15,364.0,17662.8123,R000,Montebello,Monday,
289,2020-06-16,350.0,16443.595,R000,Montebello,Tuesday,
290,2020-06-17,374.0,18629.604,R000,Montebello,Wednesday,
291,2020-06-18,371.0,18638.9378,R000,Montebello,Thursday,
292,2020-06-19,424.0,20556.0425,R000,Montebello,Friday,
293,2020-06-20,485.0,25835.215,R000,Montebello,Saturday,
294,2020-06-21,467.0,23648.793,R000,Montebello,Sunday,
295,2020-06-22,296.0,12609.5095,R000,Montebello,Monday,
296,2020-06-23,347.0,15847.3882,R000,Montebello,Tuesday,
297,2020-06-24,383.0,17285.289,R000,Montebello,Wednesday,
298,2020-06-25,412.0,18413.2746,R000,Montebello,Thursday,
299,2020-06-26,422.0,21312.6585,R000,Montebello,Friday,
300,2020-06-27,501.0,23685.9217,R000,Montebello,Saturday,
301,2020-06-28,518.0,27816.789,R000,Montebello,Sunday,
302,2020-06-29,379.0,15876.9177,R000,Montebello,Monday,
303,2020-06-30,373.0,17074.8242,R000,Montebello,Tuesday,
304,2020-07-01,398.0,18346.9055,R000,Montebello,Wednesday,
305,2020-07-02,397.0,17577.197399999997,R000,Montebello,Thursday,
306,2020-07-03,434.0,19600.98,R000,Montebello,Friday,
307,2020-07-04,525.0,26488.0441,R000,Montebello,Saturday,
308,2020-07-05,465.0,23532.2857,R000,Montebello,Sunday,
309,2020-07-06,413.0,18032.0756,R000,Montebello,Monday,
310,2020-07-07,379.0,16290.785,R000,Montebello,Tuesday,
311,2020-07-08,387.0,16185.2635,R000,Montebello,Wednesday,
312,2020-07-09,338.0,15394.9054,R000,Montebello,Thursday,
313,2020-07-10,426.0,19792.4468,R000,Montebello,Friday,
314,2020-07-11,565.0,26232.1906,R000,Montebello,Saturday,
315,2020-07-12,554.0,27767.229,R000,Montebello,Sunday,
316,2020-07-13,386.0,16015.4792,R000,Montebello,Monday,
317,2020-07-14,392.0,16670.1668,R000,Montebello,Tuesday,
318,2020-07-15,422.0,19206.1107,R000,Montebello,Wednesday,
319,2020-07-16,427.0,18550.1015,R000,Montebello,Thursday,
320,2020-07-17,432.0,19364.950500000003,R000,Montebello,Friday,
321,2020-07-18,576.0,27742.6555,R000,Montebello,Saturday,
322,2020-07-19,511.0,26208.154,R000,Montebello,Sunday,
323,2020-07-20,355.0,15653.113,R000,Montebello,Monday,
324,2020-07-21,393.0,16064.3371,R000,Montebello,Tuesday,
325,2020-07-22,422.0,17667.1488,R000,Montebello,Wednesday,
326,2020-07-23,400.0,16652.6556,R000,Montebello,Thursday,
327,2020-07-24,450.0,21827.6695,R000,Montebello,Friday,
328,2020-07-25,579.0,27806.4227,R000,Montebello,Saturday,
329,2020-07-26,505.0,26145.9562,R000,Montebello,Sunday,
330,2020-07-27,389.0,16099.5247,R000,Montebello,Monday,
331,2020-07-28,332.0,13622.392,R000,Montebello,Tuesday,
332,2020-07-29,394.0,17532.8825,R000,Montebello,Wednesday,
333,2020-07-30,369.0,14791.6776,R000,Montebello,Thursday,
334,2020-07-31,444.0,19884.6697,R000,Montebello,Friday,
335,2020-08-01,518.0,24554.7085,R000,Montebello,Saturday,
336,2020-08-02,629.0,29837.5154,R000,Montebello,Sunday,
337,2020-08-03,504.0,21182.1505,R000,Montebello,Monday,
338,2020-08-04,493.0,20470.1385,R000,Montebello,Tuesday,
339,2020-08-05,415.0,17581.41,R000,Montebello,Wednesday,
340,2020-08-06,416.0,17926.884499999996,R000,Montebello,Thursday,
341,2020-08-07,441.0,19324.3526,R000,Montebello,Friday,
342,2020-08-08,547.0,26446.4963,R000,Montebello,Saturday,
343,2020-08-09,507.0,24409.539,R000,Montebello,Sunday,
344,2020-08-10,409.0,18872.448,R000,Montebello,Monday,
345,2020-08-11,397.0,18317.2108,R000,Montebello,Tuesday,
346,2020-08-12,416.0,18193.9303,R000,Montebello,Wednesday,
347,2020-08-13,442.0,16982.56,R000,Montebello,Thursday,
348,2020-08-14,477.0,22002.7402,R000,Montebello,Friday,
